Protein accession	Protein name	Length	Score	Normalized abundance F1	Normalized abundance F2	Normalized abundance F3	Normalized abundance F4	Normalized abundance F5	Normalized abundance F6	Normalized abundance F7	Normalized abundance F8	Normalized abundance F9	Normalized abundance F10
V1429344	V1429344	468	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1429965	V1429965	540	10.62	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1430275	V1430275	505	35.77	454753.4207	1021331.313	267940.8076				322858.94			
V1430461	V1430461	398	15.32			8277970.041				13027137.86			10653140.3
V1431805	V1431805	269	4.04	3572475.153	7795687.5	679916.8135				1168028.155			
V1436832	V1436832	432	2.29		216944.2344	2982790.201		75750.98367	1487176.198		1045659.818		
V1443942	V1443942	134	4.4	79273.74013	1253897.75	1390598.331	179641.2501			825596.2511	1124239.734	1821730.833	4615423.655
V1445136	V1445136	719	3.28			5630957.799							
V1445209	V1445209	692	3.28			5630957.799							
V1446866	V1446866	441	0	6138484.083		24226030.58	57154612.69	58941303.04	63186410.68	6574583.208	36933568.64	94988631.37	10455030.43
V1447160	V1447160	238	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1447176	V1447176	277	0	46646.30546	193875.1719								
V1447213	V1447213	194	5.67	390243.9791		3413707.157		238712.2981		6377757.75		956640.2696	1532336.131
V1447417	V1447417	196	8.81	5057295.149	11596581					9177228.259		396314.6452	7166565.477
V1448552	V1448552	85	2.64	227845.6495	718762.3125		472788.2402			1262632.953		855239.8785	
V1448919	V1448919	74	18.19	8185209.353	1079234.625	1225299.118		1967021.326	47491530.53	2075779.465		5582782.05	
V1449996	V1449996	161	10.63	79273.74013	1253897.75	1829129.521	2154518.637			825596.2511	1675281.035	2417983.095	6920383.232
V1452521	V1452521	205	27.3	8861714.242	8713274.781	12198016.29	7494514.122	3120083.962	2990671.555	19489298.63	9306491.326	35176061.69	26337216.33
V1454139	V1454139	145	1.92		2920929.5	1795952.407				6174105.748	1466942.347		
V1454178	V1454178	63	26.16	9410182.275	13182659	20165987.08	10798192.56	2858672.224	4565033.122	13497001.4	15208016.35	24469867.64	38499984.92
V1454419	V1454419	151	56.02	12167937.93	9514983.938	14482933.17	9293592.813	3841090.819	7829691.099	14675900.28	14975896.12	15382382.91	20466410.94
V1457287	V1457287	109	28.65	6377379.554	3017954	9869117.806	10307626.01	4777615.779	10217964.4	10121862.94	10361813.69	13765900.87	9892144.631
V1457293	V1457293	108	65.78	3175124.669	1744259.813	11643941.08	3877757.346	2739639.387	3919427.371	5812437.41	7628495.391	18957587.96	12750268.7
V1458494	V1458494	448	2.07			3639675.142	772793.768			8521422.387		1402809.176	
V1458994	V1458994	121	6.04	7139127.968	35297009	5749605.162				3526121.873		600957.9531	4240106.192
V1459497	V1459497	249	3.4	1248123.52	2698475.25	1581082.085		268629.9625		1087604.487			908765.4961
V1460197	V1460197	167	8.81	5057295.149	11596581					9177228.259		396314.6452	7166565.477
V1461213	V1461213	93	1.81	2672523.842	3475397.5	538800.1037				35630854.67	2098929.761	2458539.594	15116418.69
V1463935	V1463935	367	8.29	27377728.34	44527561	820979.1815	7557079.448	2956980.141	3992040.849	5318338.888	4327400.512	2684705.039	6593361.258
V1464571	V1464571	483	157.37		158024.375	60536102.81				131855412.6		177837.7408	66574699.79
V1470073	V1470073	404	15.32			8277970.041				13027137.86			10653140.3
V1470364	V1470364	468	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1470389	V1470389	540	10.62	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1470800	V1470800	313	2.54		1492895.125								449525.5482
V1471456	V1471456	480	10.62	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1471591	V1471591	471	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1471640	V1471640	607	2.24			2268225.6				8696894.363			2546634.201
V1471998	V1471998	468	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1472871	V1472871	394	21.42	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1472961	V1472961	295	1.64	3134036.203	8164463.5	1729363.142						2053647.299	
V1473493	V1473493	502	2.61			737320.5517				4672686.986			770266.0324
V1473712	V1473712	379	8.81	5057295.149	11596581					9177228.259		396314.6452	7166565.477
V1475222	V1475222	336	8.81	5057295.149	11596581					9177228.259		396314.6452	7166565.477
V1475903	V1475903	300	8.81	5057295.149	11596581					9177228.259		396314.6452	7166565.477
V1478838	V1478838	149	12.61	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1479370	V1479370	135	12.61	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1481155	V1481155	75	3.03			972451.6178							
V1481297	V1481297	830	1.84	1944060.756	4337273.5		1100838.241				537883.9489		
V1482577	V1482577	232	2.65			623435.3467				371222.6898	91046.47783		
V1483410	V1483410	614	6.98	816288.3106	291539.2188	6038405.322	602882.5614		606066.067	9514851.973	679523.5121	1403898.774	9197100.465
V1489814	V1489814	179	2.56			4165607.721		1449957.427	5462459.059			3882415.429	10481525.12
V1491692	V1491692	61	2.49			1902054.702				1837360.76			1237311.954
V1491719	V1491719	568	22.63			2108148.346				4833145.042			1370235.593
V1492838	V1492838	137	45.67	18619755.47	15415925	20214977.37	9848013.451	4609120.66	11623550.17	19524787.41	17760316.2	9238081.285	24679430.77
V1495900	V1495900	540	10.62	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1496678	V1496678	336	4.91	4054785.87	12351757.75	1653781.064	2794094.101	2991703.482		3909270.927	1115581.073		
V1496844	V1496844	72	2.83	1921359.013	5918800.5	550385.9192				1852757.701			641964.7732
V1499253	V1499253	420	2.29			1469339.43			1487176.198		1045659.818		
V1499539	V1499539	144	3.03			972451.6178							
V1503149	V1503149	432	0	166812.7431		693369.72							
V1509734	V1509734	149	2.65			623435.3467				371222.6898	91046.47783		
V1511696	V1511696	695	12.54	11392512.16	28073022.75	4118873.999	4075860.279	2991703.482	1229042.311	8371404.606	2503785.666	925744.8273	1891738.85
V1511801	V1511801	621	2.82							3514074.203			
V1511966	V1511966	473	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1516909	V1516909	288	20.2	5538452.646	3037313.25	5830946.762	29228057.3	1280310.426	8291327.129	30131748.69	16996425.86	9998218.167	21200401.18
V1519499	V1519499	148	4.3			4798772.99				16719112.15			4460848.691
V1521680	V1521680	104	22.27	816288.3106	291539.2188	12445778.15	602882.5614		606066.067	19678425.62	679523.5121	1403898.774	32559836.51
V1523518	V1523518	450	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1525919	V1525919	239	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1526983	V1526983	337	8.29	27377728.34	44527561	820979.1815	7557079.448	2956980.141	3992040.849	5318338.888	4327400.512	2684705.039	6593361.258
V1527697	V1527697	126	6.04	7139127.968	35297009	5749605.162				3526121.873		600957.9531	4240106.192
V1529129	V1529129	90	0	14631702.97	715901.5625	3045960.96		99257051.18	951666954.9	52666603.63		118452130.4	1175940.201
V1529154	V1529154	537	2.24			2268225.6				8696894.363			2546634.201
V1529431	V1529431	232	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1530442	V1530442	207	7.89										
V1530689	V1530689	439	6.03	2179085.855	6276523	1581082.085	801208.0223	268629.9625		2179838.387	1115581.073		908765.4961
V1532720	V1532720	237	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1533643	V1533643	134	2.54		1492895.125								449525.5482
V1538410	V1538410	86	15.31	2744272.313	2153911	2872722.591	1931392.821	1129638.5	3144513.753	6085801.54	3443748.345	4122616.82	6124852.829
V1541236	V1541236	226	118.65										
V1541933	V1541933	480	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1542150	V1542150	695	6.03	2179085.855	6276523	1581082.085	801208.0223	268629.9625		2179838.387	1115581.073		908765.4961
V1542649	V1542649	534	21.42	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1542684	V1542684	539	16.14	2672523.842	3475397.5	538800.1037				35630854.67	2098929.761	2458539.594	15116418.69
V1543482	V1543482	691	8.2	6100436.983	15018065	2750976.404	2082974.2	268629.9625	879085.3747	3990442.963	2503785.666	925744.8273	2222204.061
V1543774	V1543774	611	2.61			737320.5517				4672686.986			770266.0324
V1543894	V1543894	335	2.09	1804602.9	4135043.25					1380874.981		868863.6467	
V1552751	V1552751	367	2.77		2842486.25								503583.2953
V1554055	V1554055	213	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1555382	V1555382	45	2.21		2154574.5	238990.0084							
V1556705	V1556705	113	3.15			4702886.56				24337269.27		2131651.751	10147572.31
V1557712	V1557712	541	8.81	5057295.149	11596581					9177228.259		396314.6452	7166565.477
V1558895	V1558895	501	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1559260	V1559260	429	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1562543	V1562543	206	10.98			1107995.407				1966981.79			
V1564550	V1564550	296	2.65			623435.3467				371222.6898	91046.47783		
V1566427	V1566427	378	2.3		931229.3125	570429.6553					4305262.946	2680383.005	4858759.726
V1566508	V1566508	290	2.24			2268225.6				8696894.363			2546634.201
V1566874	V1566874	320	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1568525	V1568525	199	7.68			6922080.978	908710.5432	573053.6224					
V1569519	V1569519	49	5.99			325866.0071	1658054.084	1496921.531		1318685.183	1431053.138		693449.0895
V1570284	V1570284	132	11.71	65885889.74	37280624	504169.5749	3557754.149	2940050.101	27463660.23	9816525.889	2459082.454	1772617.761	1089824.077
V1571503	V1571503	74	0		13010.29199	120161.5785	465147.6326	606572.5437		14127740.6	605204.8413		
V1577512	V1577512	509	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1577794	V1577794	426	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1578557	V1578557	171	2.65			623435.3467				371222.6898	91046.47783		
V1579292	V1579292	169	0			162295.8859			194214.6271				
V1580822	V1580822	327	2.22	166812.7431		693369.72							
V1581482	V1581482	133	0	381555.3721	265539							1888306.243	
V1582133	V1582133	249	12.38	2231613.867	1551533.5	2482322.603	2966238.851	613856.1864	1679317.099	1441322.793	2040606.219	1606032.371	3397031.734
V1589150	V1589150	115	2.18	1627019221	4390483.5					1160112.046			
V1596947	V1596947	519	2.37		780276.25								
V1598369	V1598369	465	0	166812.7431		693369.72							
V1598451	V1598451	211	0	381555.3721	265539							1888306.243	
V1599140	V1599140	554	2.37		780276.25								
V1599154	V1599154	623	7.24		1102127								
V1599341	V1599341	471	2.13	1654597.95	6053839								
V1599876	V1599876	432	2.29			1469339.43			1487176.198		1045659.818		
V1600200	V1600200	579	5.3	2456173.039	2270010.469			266795.3369				409897.6895	
V1601801	V1601801	177	1.81	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1603712	V1603712	146	3.03			972451.6178							
V1605833	V1605833	471	2.13	1654597.95	6053839								
V1608875	V1608875	123	14.33		597848.1875	7936486.594	1229721.627			13306234.58	1450324.925		8675124.566
V1609073	V1609073	107	7.65	6245706.477	27207524	6099620.8				8389579.195			1365080.358
V1609548	V1609548	103	5.38	75450868.84	50549603.5	41662093.65	43513326.85	19990422.24	42528362.18	94643554.77	61614591.16	49848958.71	92035343.56
V1611563	V1611563	126	39.97	981374611	1364888553	868741067	58847975.46	85431274.63	396913033.4	395819745.4	383154869.3	676752894.7	827779301.3
V1611608	V1611608	121	25.07	23108622.1	15061806	19107521.17	30117634.88	12152181.12	19578154.14	47069438.94	28379197	26868737.57	42578932.92
V1611709	V1611709	108	56.02	12167937.93	9514983.938	14482933.17	9293592.813	3841090.819	7829691.099	14675900.28	14975896.12	15382382.91	20466410.94
V1613909	V1613909	108	2.65			623435.3467				371222.6898	91046.47783		
V1614313	V1614313	122	2.55	3715070.182	9532373					661710.7058	1192949.493		
V1617826	V1617826	580	8.09			7795808.677				6132182.173			5144855.634
V1617831	V1617831	146	3.03			972451.6178							
V1620768	V1620768	180	2.65			623435.3467				371222.6898	91046.47783		
V1626834	V1626834	453	2.11				6970484.732	5915090.311	1157422.535	6137461.701	3320591.015	1760598.974	3524898.518
V1629072	V1629072	548	8.01	3539864.383	2828053.625	1261463.804	2988185.059	554722.9357	3534953.513	12246751.28	8839453.897	6523368.499	7946404.549
V1630779	V1630779	627	34.54	16600874.4	9538843.375	13220878.9	9375937.32	5998774.328	13010284.93	23145092.86	14601203.64	17246085.45	27319427.98
V1633013	V1633013	636	34.54	16600874.4	9538843.375	13220878.9	9375937.32	5998774.328	13010284.93	23145092.86	14601203.64	17246085.45	27319427.98
V1633075	V1633075	507	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1635567	V1635567	472	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1638915	V1638915	634	15.31	2744272.313	2153911	2872722.591	1931392.821	1129638.5	3144513.753	6085801.54	3443748.345	4122616.82	6124852.829
V1640408	V1640408	541	10.62	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1640640	V1640640	608	2.61			737320.5517				4672686.986			770266.0324
V1641126	V1641126	337	8.29	27377728.34	44527561	820979.1815	7557079.448	2956980.141	3992040.849	5318338.888	4327400.512	2684705.039	6593361.258
V1641893	V1641893	468	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1642922	V1642922	398	15.32			8277970.041				13027137.86			10653140.3
V1643560	V1643560	468	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1643562	V1643562	501	10.6	781662.8776	1458744.75	216588.1012							
V1643985	V1643985	543	10.62	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1644076	V1644076	261	4.04	3572475.153	7795687.5	679916.8135				1168028.155			
V1644318	V1644318	611	2.61			737320.5517				4672686.986			770266.0324
V1644445	V1644445	693	2.28	3123823.535	8773710	1653781.064	1992886.079	2991703.482		2817037.027			
V1644601	V1644601	542	10.62	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1645317	V1645317	468	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1645840	V1645840	398	15.32			8277970.041				13027137.86			10653140.3
V1646079	V1646079	609	2.61			737320.5517				4672686.986			770266.0324
V1647500	V1647500	709	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1647545	V1647545	600	2.65			623435.3467				371222.6898	91046.47783		
V1647849	V1647849	430	2.29			1469339.43			1487176.198		1045659.818		
V1648205	V1648205	495	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1648306	V1648306	621	28.46	13766339.47	6253001.5	11564989.29	16570231.46	6035237.89	14333543.16	19266884.45	18032784.77	14284081.16	23426673.76
V1648526	V1648526	511	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1657195	V1657195	364	2.12										
V1657882	V1657882	707	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1657883	V1657883	396	5.6	7013647.058	73853046.5	12354235.42			1094934.985	3913229.256	1865590.552	1521044.729	909138.7109
V1659220	V1659220	481	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1659222	V1659222	547	8.01	3539864.383	2828053.625	1261463.804	2988185.059	554722.9357	3534953.513	12246751.28	8839453.897	6523368.499	7946404.549
V1675499	V1675499	638	15.31	2744272.313	2153911	2872722.591	1931392.821	1129638.5	3144513.753	6085801.54	3443748.345	4122616.82	6124852.829
V1677816	V1677816	464	5.84	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1678198	V1678198	468	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1678940	V1678940	542	10.62	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1679169	V1679169	608	2.61			737320.5517				4672686.986			770266.0324
V1682702	V1682702	616	7.49	8588750.239	6760879	4722253.642	5926302.201		4745235.779	13304815.68	6068522.572	8352303.39	10028136.88
V1683473	V1683473	690	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1684046	V1684046	541	8.81	5057295.149	11596581					9177228.259		396314.6452	7166565.477
V1684815	V1684815	486	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1684817	V1684817	540	8.01	3539864.383	2828053.625	1261463.804	2988185.059	554722.9357	3534953.513	12246751.28	8839453.897	6523368.499	7946404.549
V1686681	V1686681	608	11.23										
V1687765	V1687765	691	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1690247	V1690247	646	2.43							9333237.6	671808.7964		205193.6091
V1692504	V1692504	376	4.25		2214000								
V1692640	V1692640	428	92.88	146128841.5	557159804.9	12835275.12	2306757.581		1898996.607	7361698.083	5792800.159	9209339.201	5058872.078
V1692904	V1692904	311	0		391231.0313	134213.273	300839.8524						
V1692988	V1692988	405	2.47	770990.9934	2589789.5								
V1692996	V1692996	257	20.42										
V1693229	V1693229	215	6.22	2742554.909	6552037.5								
V1693310	V1693310	475	2.2		3055170.25	465428.3744						729484.7823	
V1693423	V1693423	366	5.11		7617391.25								503583.2953
V1693441	V1693441	844	1.84	1944060.756	4337273.5		1100838.241				537883.9489		
V1693514	V1693514	223	3.64	1646202.285	3522618.75					2571750.39	2086181.745		
V1693700	V1693700	474	7.99	4591304.76	11821895.5	1284334.654	395578.0905		460479.1751	2897008.073	551193.0334		1046520.135
V1694071	V1694071	170	1.97	1427302.706	3784208.75	204058.9042							
V1694109	V1694109	318	3.42	1007609.832	1715826.625								
V1694172	V1694172	123	3.36		6731923								
V1694287	V1694287	102	2.2	1070130.065	5328792.5	890381.7952	539311.6828	1537400.769		1609898.734			
V1694363	V1694363	275	0	894736.555	1061939.625	322241.9214			969880.8231				
V1694389	V1694389	577	3.3	1004173.448	1953707								
V1694433	V1694433	252	28.9	13364128.37	33144057.63	8326777.589	1006621.876			14411400.54	1661556.639	337897.621	4675059.617
V1695548	V1695548	632	15.31	2744272.313	2153911	2872722.591	1931392.821	1129638.5	3144513.753	6085801.54	3443748.345	4122616.82	6124852.829
V1697574	V1697574	474	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1698693	V1698693	336	25.94	39130401.2	35632063.63	42344455.08	57281996.45	47773259.34	62344103.39	47442377.04	100469931	72187717.24	72667287.68
V1699333	V1699333	609	17.55										
V1700136	V1700136	539	10.81	7718091.722	19017580	4915760.511				18520078.17			14583318.42
V1700174	V1700174	693	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1700354	V1700354	314	2.54		1492895.125								449525.5482
V1700463	V1700463	503	10.6	781662.8776	1458744.75	216588.1012							
V1700465	V1700465	470	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1701734	V1701734	705	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1701962	V1701962	543	8.01	3539864.383	2828053.625	1261463.804	2988185.059	554722.9357	3534953.513	12246751.28	8839453.897	6523368.499	7946404.549
V1701964	V1701964	483	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1704159	V1704159	482	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1704403	V1704403	395	7.25										
V1704404	V1704404	707	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1705647	V1705647	636	15.31	2744272.313	2153911	2872722.591	1931392.821	1129638.5	3144513.753	6085801.54	3443748.345	4122616.82	6124852.829
V1707630	V1707630	537	16.14	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1707674	V1707674	251	5.11	6013217.614	15608627	2924712.068				1815917.259			1365080.358
V1707772	V1707772	450	2.07			3639675.142	772793.768			8521422.387		1402809.176	
V1708668	V1708668	847	1.84	1944060.756	4337273.5		1100838.241				537883.9489		
V1708975	V1708975	620	2.61			737320.5517				4672686.986			770266.0324
V1709025	V1709025	264	6.21			1380752.175				2752068.045		389209.0335	2940735.083
V1709161	V1709161	395	25.84			9034248.518				40153096.39			11064671.93
V1709266	V1709266	467	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1709371	V1709371	696	11.13	7788322.213	18451908.25	4530061.765	1992886.079	3260333.445	349956.9361	6556170.616			1487065.782
V1709526	V1709526	314	2.54		1492895.125								449525.5482
V1711045	V1711045	611	17.55										
V1711225	V1711225	398	12.38	2231613.867	1551533.5	2482322.603	2966238.851	613856.1864	1679317.099	1441322.793	2040606.219	1606032.371	3397031.734
V1711305	V1711305	693	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1711535	V1711535	335	25.94	39130401.2	35632063.63	42344455.08	57281996.45	47773259.34	62344103.39	47442377.04	100469931	72187717.24	72667287.68
V1711682	V1711682	539	10.81	7718091.722	19017580	4915760.511				18520078.17			14583318.42
V1711748	V1711748	471	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1711750	V1711750	503	10.6	781662.8776	1458744.75	216588.1012							
V1711952	V1711952	540	10.81	7718091.722	19017580	4915760.511				18520078.17			14583318.42
V1712243	V1712243	611	17.55										
V1713298	V1713298	314	2.54		1492895.125								449525.5482
V1713458	V1713458	502	8.01	3539864.383	2828053.625	1261463.804	2988185.059	554722.9357	3534953.513	12246751.28	8839453.897	6523368.499	7946404.549
V1713460	V1713460	470	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1714185	V1714185	693	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1714446	V1714446	189	3.39	3539195.081	8020131.5					810029.3157			
V1716052	V1716052	486	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1718177	V1718177	482	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1718179	V1718179	542	8.01	3539864.383	2828053.625	1261463.804	2988185.059	554722.9357	3534953.513	12246751.28	8839453.897	6523368.499	7946404.549
V1718457	V1718457	705	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1719591	V1719591	488	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1719693	V1719693	612	4.85			3005546.152				13369581.35			3316900.234
V1720731	V1720731	397	8.19	7013647.058	73853046.5	12354235.42			1094934.985	3913229.256	1865590.552	1521044.729	909138.7109
V1720732	V1720732	695	6.03	2179085.855	6276523	1581082.085	801208.0223	268629.9625		2179838.387	1115581.073		908765.4961
V1721325	V1721325	620	15.31	2744272.313	2153911	2872722.591	1931392.821	1129638.5	3144513.753	6085801.54	3443748.345	4122616.82	6124852.829
V1721501	V1721501	699	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1722357	V1722357	489	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1733756	V1733756	541	16.14										
V1733818	V1733818	252	7.03	7926329.741	5170903.5	4014385.216	289942.4658			7837738.602	1661556.639		4675059.617
V1733945	V1733945	844	1.84	1944060.756	4337273.5		1100838.241				537883.9489		
V1734005	V1734005	698	6.03	2179085.855	6276523	1581082.085	801208.0223	268629.9625		2179838.387	1115581.073		908765.4961
V1734031	V1734031	314	2.54		1492895.125								449525.5482
V1734316	V1734316	395	12.38	2231613.867	1551533.5	2482322.603	2966238.851	613856.1864	1679317.099	1441322.793	2040606.219	1606032.371	3397031.734
V1734904	V1734904	622	17.92										
V1735186	V1735186	467	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1735227	V1735227	450	7.74	390243.9791		7053382.298	772793.768	238712.2981		14899180.14		2359449.446	1532336.131
V1738746	V1738746	546	1.81	2672523.842	3475397.5	538800.1037				35630854.67	2098929.761	2458539.594	15116418.69
V1739297	V1739297	689	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1739447	V1739447	262	4.04	3572475.153	7795687.5	679916.8135				1168028.155			
V1739958	V1739958	616	15.31	2744272.313	2153911	2872722.591	1931392.821	1129638.5	3144513.753	6085801.54	3443748.345	4122616.82	6124852.829
V1740309	V1740309	473	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1740987	V1740987	396	18.96	5260734.604	5254452.5	4648897.63	9068333.329	5838345.323	10579196.95	15364568.62	14857454.24	12437202.83	16834483.15
V1742666	V1742666	693	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1742765	V1742765	397	5.6	7013647.058	73853046.5	12354235.42			1094934.985	3913229.256	1865590.552	1521044.729	909138.7109
V1743726	V1743726	711	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1744365	V1744365	485	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1745070	V1745070	615	7.49	8588750.239	6760879	4722253.642	5926302.201		4745235.779	13304815.68	6068522.572	8352303.39	10028136.88
V1745806	V1745806	538	8.81	5057295.149	11596581					9177228.259		396314.6452	7166565.477
V1745939	V1745939	690	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1746049	V1746049	299	2.71	15003523.58	16514993	7529738.016			2592264.739	4615936.556	3291865.466	7328964.75	24060092.62
V1746827	V1746827	464	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1748676	V1748676	546	8.01	3539864.383	2828053.625	1261463.804	2988185.059	554722.9357	3534953.513	12246751.28	8839453.897	6523368.499	7946404.549
